Candidate_ID,Education_Level,Experience_Years,Skills_Score,Certifications,Previous_Companies,Job_Match_Score,Suitability
2168,Master's,0,0.77,9,6,0.76,0
2169,Master's,17,0.82,8,9,0.96,1
2170,Master's,10,0.76,1,6,0.85,0
2171,Master's,17,0.66,9,14,0.61,0
2172,Bachelor's,32,0.65,2,5,0.67,0
2173,PhD,35,0.89,5,4,0.69,0
2174,Bachelor's,27,0.59,6,6,0.79,0
2175,PhD,34,0.62,0,15,0.83,0
2176,Master's,22,0.64,3,7,0.91,1
2177,Bachelor's,40,0.6,4,3,0.9,1
2178,PhD,10,0.62,4,5,0.68,0
2179,PhD,20,0.91,1,15,0.86,1
2180,PhD,30,0.78,6,14,0.71,1
2181,PhD,25,0.55,3,8,0.77,0
2182,PhD,9,0.71,2,12,0.8,0
2183,Bachelor's,5,0.83,4,7,0.93,1
2184,PhD,34,0.58,7,4,0.73,1
2185,Master's,19,0.68,10,6,0.83,0
2186,Master's,10,0.92,10,7,0.97,0
2187,Bachelor's,14,0.53,5,11,0.82,1
2188,PhD,37,0.8,10,7,0.8,0
2189,Master's,31,0.64,7,12,0.63,0
2190,Master's,23,0.79,4,4,0.75,1
2191,PhD,11,0.96,3,14,0.74,0
2192,Bachelor's,15,0.57,10,0,0.67,1
2193,PhD,32,0.83,7,1,0.73,0
2194,Bachelor's,28,0.85,5,0,0.74,1
2195,Bachelor's,7,0.57,10,11,0.71,1
2196,Bachelor's,23,0.76,5,14,0.81,1
2197,Master's,21,0.91,9,6,0.89,0
2198,Master's,26,0.75,1,3,0.94,1
2199,Master's,3,0.73,3,15,0.69,1
2200,Bachelor's,36,0.77,9,6,0.99,0
2201,Bachelor's,9,0.81,0,15,0.7,1
2202,Bachelor's,19,0.86,7,9,0.64,1
2203,Bachelor's,20,0.81,6,14,0.7,0
2204,Bachelor's,11,0.83,7,10,0.72,1
2205,Bachelor's,6,0.82,7,11,0.9,1
2206,Bachelor's,14,0.57,3,14,0.81,1
2207,Master's,6,0.61,6,2,0.85,1
2208,PhD,21,0.83,0,3,0.65,0
2209,Master's,36,0.72,10,12,0.83,0
2210,PhD,1,0.52,5,9,0.77,0
2211,Bachelor's,17,0.64,7,13,0.99,0
2212,Bachelor's,30,0.9,6,10,1.0,0
2213,Master's,24,0.68,0,9,0.65,1
2214,Bachelor's,1,0.9,1,1,0.94,0
2215,Bachelor's,34,0.89,2,10,0.69,0
2216,PhD,11,0.7,7,10,0.69,1
2217,Bachelor's,15,0.59,1,0,0.82,1
2218,PhD,18,0.58,3,9,0.97,1
2219,Master's,29,0.65,6,14,0.84,0
2220,Bachelor's,1,0.62,3,8,0.74,0
2221,Bachelor's,22,0.63,3,2,0.73,1
2222,PhD,33,0.91,0,15,0.76,1
2223,Bachelor's,37,0.59,10,2,0.82,0
2224,Master's,30,0.94,4,8,0.82,1
2225,Master's,2,0.87,8,7,0.76,1
2226,PhD,32,0.9,2,4,0.74,0
2227,Bachelor's,34,0.89,1,10,0.75,1
2228,Bachelor's,35,0.72,6,7,0.61,0
2229,Master's,22,1.0,6,9,0.68,1
2230,Bachelor's,2,0.82,4,8,0.79,0
2231,PhD,29,0.96,9,6,0.66,0
2232,Master's,31,0.72,10,1,0.66,0
2233,PhD,16,0.97,9,2,0.69,0
2234,Master's,9,0.74,3,1,0.88,1
2235,Master's,24,0.71,7,1,0.61,1
2236,Master's,10,0.51,3,13,0.67,0
2237,Master's,28,0.65,9,0,0.73,1
2238,Master's,19,0.99,5,9,0.75,0
2239,Bachelor's,30,0.7,7,2,0.76,1
2240,Master's,39,0.8,4,4,0.73,0
2241,PhD,23,0.94,8,2,0.9,0
2242,Bachelor's,36,0.96,4,10,0.7,1
2243,Master's,25,0.92,3,3,0.94,1
2244,Master's,31,0.59,3,2,0.88,1
2245,Bachelor's,29,0.86,8,4,0.85,1
2246,PhD,22,0.96,2,14,0.65,0
2247,Master's,30,0.69,1,6,0.74,0
2248,PhD,0,0.67,5,4,0.7,0
2249,Bachelor's,37,0.68,4,3,0.83,1
2250,Bachelor's,33,0.56,8,0,0.79,1
2251,Bachelor's,17,0.56,4,0,0.89,0
2252,Master's,27,0.61,1,7,1.0,0
2253,Bachelor's,18,0.62,10,9,0.7,0
2254,Master's,10,0.96,8,3,0.79,1
2255,Bachelor's,1,0.94,1,3,0.97,0
2256,Master's,28,0.61,6,2,0.69,1
2257,Bachelor's,19,0.77,0,0,0.73,0
2258,Master's,4,0.94,0,14,0.9,0
2259,PhD,9,0.5,9,10,0.83,1
2260,Master's,13,0.91,0,15,0.64,1
2261,Master's,19,0.55,9,1,0.79,0
2262,Bachelor's,15,0.97,6,1,0.89,1
2263,Bachelor's,18,0.93,3,6,0.74,1
2264,Master's,19,0.93,3,0,0.74,0
2265,PhD,4,0.64,8,3,0.73,1
2266,Bachelor's,18,0.76,4,15,0.86,1
2267,Bachelor's,26,0.53,4,2,0.69,0
2268,Bachelor's,0,0.51,0,2,0.91,0
2269,Master's,33,0.79,2,10,0.96,0
2270,Master's,10,0.73,8,15,0.6,1
2271,Bachelor's,14,0.66,2,8,0.99,0
2272,PhD,0,0.99,3,4,0.65,0
2273,Master's,24,0.51,5,12,0.98,0
2274,Bachelor's,2,0.95,3,11,0.89,1
2275,Bachelor's,20,0.91,2,11,0.77,1
2276,Master's,16,0.62,8,9,0.79,1
2277,PhD,17,0.66,7,3,0.71,1
2278,Bachelor's,33,0.92,4,10,0.82,1
2279,Master's,5,0.74,1,8,0.65,1
2280,Bachelor's,19,0.72,4,2,0.72,0
2281,Master's,31,0.8,1,2,0.87,1
2282,Master's,11,0.79,0,0,0.73,0
2283,Bachelor's,12,0.7,7,13,0.61,1
2284,Master's,39,0.86,7,7,0.72,1
2285,Master's,9,0.53,0,15,0.82,1
2286,PhD,15,0.66,10,7,0.61,0
2287,Master's,40,0.73,3,11,0.63,1
2288,Bachelor's,16,0.84,0,0,0.94,0
2289,PhD,8,0.78,7,2,0.62,1
2290,Bachelor's,5,0.6,8,11,0.81,0
2291,Master's,3,0.68,0,4,0.88,0
2292,Master's,21,0.86,1,5,0.81,1
2293,PhD,1,0.7,4,11,0.68,0
2294,Bachelor's,29,0.59,0,15,0.95,1
2295,Master's,35,0.62,10,3,0.62,0
2296,Bachelor's,37,0.95,10,11,0.99,0
2297,PhD,26,0.99,1,6,0.88,1
2298,Master's,27,0.85,4,15,0.69,1
2299,PhD,1,0.78,2,5,0.98,1
2300,Bachelor's,38,0.67,9,15,0.65,0
2301,Master's,15,0.68,2,3,0.72,0
2302,Master's,23,0.72,2,5,0.88,0
2303,PhD,20,0.9,2,1,0.68,0
2304,Bachelor's,25,0.57,4,5,0.66,1
2305,Master's,22,0.53,6,8,0.92,1
2306,Master's,4,0.54,9,13,0.76,1
2307,PhD,19,0.87,10,10,0.63,0
2308,Bachelor's,17,0.61,1,11,0.92,0
2309,Bachelor's,34,0.61,3,5,0.68,0
2310,Master's,26,0.77,3,13,0.87,1
2311,PhD,26,0.94,1,10,0.88,1
2312,Master's,35,0.97,8,0,0.89,1
2313,Bachelor's,28,0.78,5,7,0.96,0
2314,Bachelor's,16,0.81,6,3,0.71,1
2315,Master's,10,0.66,6,9,0.96,1
2316,PhD,37,0.67,6,5,0.91,0
2317,Master's,7,0.67,3,13,0.82,1
2318,PhD,3,0.6,0,7,0.73,1
2319,Master's,26,0.88,8,13,0.63,1
2320,Bachelor's,28,0.96,3,12,0.61,0
2321,Master's,12,0.51,4,2,0.84,0
2322,Bachelor's,38,0.75,0,5,0.93,0
2323,Bachelor's,19,0.77,4,6,0.78,0
2324,PhD,17,0.51,1,10,0.98,0
2325,PhD,10,0.63,3,14,0.9,0
2326,Bachelor's,18,0.74,1,9,0.97,1
2327,Master's,22,0.72,10,13,0.64,0
2328,PhD,12,0.98,3,1,0.6,0
2329,Master's,4,0.78,6,7,0.74,1
2330,PhD,13,0.9,1,14,0.77,1
2331,PhD,22,0.85,6,8,0.73,1
2332,PhD,2,0.7,6,0,0.68,1
2333,Bachelor's,10,0.71,4,7,0.77,1
2334,Master's,15,0.74,4,12,0.67,0
2335,Master's,4,0.83,4,3,0.77,0
2336,Master's,11,0.83,8,7,0.78,0
2337,PhD,22,0.57,2,12,0.68,1
2338,PhD,26,0.57,9,10,0.76,1
2339,Bachelor's,36,0.5,7,12,0.84,0
2340,Master's,5,0.83,4,5,0.9,1
2341,Master's,5,0.67,0,1,0.81,0
2342,Bachelor's,2,0.81,10,13,0.73,0
2343,Master's,14,0.64,4,9,0.63,0
2344,PhD,34,0.67,9,9,0.86,1
2345,Bachelor's,34,0.85,1,14,0.72,1
2346,Master's,40,0.67,6,0,0.81,1
2347,Master's,9,0.5,10,10,0.96,1
2348,Bachelor's,40,0.93,7,6,0.77,1
2349,PhD,38,0.99,6,13,0.83,0
2350,PhD,24,0.98,9,3,0.81,0
2351,PhD,30,0.77,6,6,0.92,0
2352,Bachelor's,30,0.87,0,0,0.84,1
2353,Bachelor's,28,0.76,4,8,0.7,1
2354,Master's,31,0.98,4,9,0.61,0
2355,Master's,5,0.59,8,10,0.97,1
2356,PhD,25,0.54,1,0,0.86,0
2357,Bachelor's,31,0.8,0,3,0.71,0
2358,PhD,3,0.57,8,4,0.75,1
2359,Bachelor's,13,0.71,7,4,0.75,1
2360,PhD,26,0.53,6,10,0.88,1
2361,Master's,18,0.63,8,7,0.81,0
2362,Bachelor's,13,0.99,6,0,0.64,0
2363,Master's,3,0.9,10,12,0.93,1
2364,PhD,40,0.53,9,10,0.89,1
2365,Bachelor's,11,0.79,1,11,0.87,0
2366,Master's,28,0.76,0,12,0.98,1
2367,Master's,30,0.89,2,4,0.82,0
2368,PhD,33,0.55,4,9,0.61,0
2369,PhD,40,0.62,2,12,0.65,1
2370,Bachelor's,0,0.94,1,11,0.8,0
2371,Bachelor's,37,0.71,5,2,0.75,1
2372,PhD,20,0.68,7,6,0.88,0
2373,PhD,26,0.63,0,5,0.78,1
2374,PhD,31,0.8,7,0,0.93,1
2375,Master's,34,0.68,3,7,0.95,0
2376,Master's,36,0.74,6,3,0.95,1
2377,PhD,21,0.69,3,4,0.9,0
2378,Bachelor's,22,0.86,1,0,0.71,1
2379,Master's,33,0.74,2,4,0.66,1
2380,Master's,3,0.52,3,12,0.9,1
2381,Bachelor's,7,0.82,0,9,0.91,1
2382,Bachelor's,37,0.91,9,7,0.76,0
2383,Bachelor's,0,0.95,8,14,0.96,1
2384,Bachelor's,32,0.71,3,14,0.75,1
2385,PhD,28,0.57,5,7,0.72,0
2386,Bachelor's,33,0.87,4,6,0.83,1
2387,PhD,10,0.88,7,0,0.66,1
2388,PhD,32,0.72,1,8,0.72,0
2389,Bachelor's,14,0.89,4,1,0.85,1
2390,PhD,13,0.52,1,10,0.74,0
2391,Master's,21,0.65,3,11,0.75,1
2392,Master's,33,0.9,6,10,0.9,1
2393,Bachelor's,39,0.82,0,14,0.82,0
2394,Bachelor's,37,0.5,8,10,0.67,1
2395,PhD,18,0.84,8,0,0.96,0
2396,Bachelor's,0,0.94,1,7,0.62,0
2397,Master's,28,0.99,3,8,0.97,0
2398,Bachelor's,12,0.93,6,15,0.82,0
2399,Bachelor's,11,0.77,0,4,0.98,0
2400,Master's,22,0.71,10,13,0.99,1
2401,Master's,11,0.71,9,2,0.91,0
2402,PhD,13,0.87,2,14,0.84,0
2403,Bachelor's,33,0.95,7,9,0.63,1
2404,PhD,2,0.73,9,9,0.87,1
2405,Master's,37,0.79,7,11,0.77,0
2406,PhD,34,0.96,8,1,0.62,0
2407,Bachelor's,21,0.94,8,0,0.94,0
2408,Master's,12,0.87,0,15,0.67,0
2409,Master's,35,0.98,2,14,0.91,0
2410,Master's,19,0.92,5,6,0.86,1
2411,Bachelor's,31,0.65,5,7,0.99,0
2412,Master's,20,0.94,7,5,0.64,1
2413,Master's,36,0.91,9,15,0.72,1
2414,Master's,24,0.67,6,2,0.91,0
2415,Master's,17,0.57,8,1,0.91,0
2416,Master's,10,0.85,1,15,0.93,0
2417,Master's,24,0.72,5,11,0.71,0
2418,Bachelor's,15,0.79,8,7,0.86,1
2419,Bachelor's,31,0.69,6,14,0.68,1
2420,Bachelor's,38,0.97,5,11,0.83,0
2421,Bachelor's,3,0.67,9,10,0.62,1
2422,Master's,32,0.51,10,13,0.65,1
2423,Bachelor's,9,0.73,6,2,0.84,0
2424,Bachelor's,23,0.54,0,11,0.63,1
2425,Bachelor's,18,0.92,2,10,0.66,0
2426,Bachelor's,17,0.57,3,12,0.7,1
2427,PhD,5,0.54,7,3,0.68,0
2428,Master's,32,0.55,6,6,0.75,0
2429,Bachelor's,14,0.99,3,14,0.72,1
2430,Bachelor's,0,0.59,5,3,0.61,1
2431,PhD,29,0.99,10,4,0.64,0
2432,PhD,36,0.61,7,6,0.92,0
2433,Bachelor's,21,0.53,4,8,0.62,0
2434,Bachelor's,2,0.88,1,7,0.86,0
2435,PhD,9,0.68,8,4,0.7,0
2436,Bachelor's,12,0.71,9,10,0.96,0
2437,PhD,35,0.79,6,14,0.88,0
2438,PhD,40,0.91,0,5,0.82,0
2439,Bachelor's,23,0.61,10,5,0.67,0
2440,Bachelor's,3,0.88,10,2,0.88,0
2441,Master's,5,0.91,6,15,0.79,1
2442,Bachelor's,40,0.92,10,11,0.7,1
2443,Bachelor's,15,0.68,9,9,0.72,1
2444,Bachelor's,35,0.87,5,7,0.89,1
2445,Bachelor's,12,0.56,1,5,0.84,0
2446,Bachelor's,19,0.74,6,8,0.85,0
2447,Bachelor's,22,0.86,2,5,0.71,0
2448,Master's,16,0.61,7,6,0.86,1
2449,Master's,37,0.87,8,10,0.89,0
2450,PhD,28,0.69,8,15,0.8,1
2451,Master's,9,0.57,7,8,0.78,0
2452,Master's,32,0.65,8,14,0.76,0
2453,Bachelor's,30,0.77,9,0,0.65,1
2454,PhD,9,0.79,5,11,0.86,1
2455,Master's,7,0.9,9,14,0.92,0
2456,Master's,21,0.52,8,14,0.94,0
2457,Bachelor's,21,0.8,2,7,0.88,0
2458,Bachelor's,23,0.93,3,5,0.7,1
2459,PhD,33,0.81,0,12,0.93,0
2460,Bachelor's,31,0.63,7,0,0.97,1
2461,Master's,31,0.84,1,14,0.64,0
2462,PhD,1,0.83,9,8,0.78,0
2463,Bachelor's,11,0.7,6,7,0.74,1
2464,PhD,39,0.55,0,8,0.92,0
2465,Bachelor's,35,0.71,5,0,0.87,0
2466,Bachelor's,3,0.98,3,0,0.85,0
2467,PhD,33,0.92,9,14,0.89,0
2468,PhD,2,0.51,9,4,0.87,1
2469,Master's,20,0.62,5,9,0.67,1
2470,PhD,25,0.77,0,10,0.86,1
2471,PhD,21,0.79,4,11,0.96,0
2472,PhD,18,0.61,10,14,0.61,0
2473,PhD,34,0.78,4,15,0.72,1
2474,Bachelor's,28,0.73,7,1,0.66,0
2475,Bachelor's,1,0.84,1,14,0.87,1
2476,Bachelor's,13,0.97,2,11,0.7,0
2477,Master's,5,0.59,9,8,1.0,0
2478,Master's,18,0.98,8,13,0.64,0
2479,Bachelor's,36,0.65,3,4,0.65,1
2480,PhD,39,0.9,5,15,0.92,1
2481,Bachelor's,22,0.82,5,4,0.86,1
2482,Master's,29,0.65,2,3,0.62,1
2483,Bachelor's,13,0.96,3,11,0.87,0
2484,Master's,11,0.75,6,2,1.0,1
2485,Bachelor's,15,0.75,3,10,0.79,0
2486,Master's,16,0.7,2,4,0.87,0
2487,Bachelor's,12,0.65,5,0,0.92,1
2488,PhD,7,0.9,4,13,0.81,0
2489,Bachelor's,24,0.6,3,14,0.63,1
2490,Master's,1,0.67,2,15,0.83,0
2491,Master's,0,0.64,9,11,0.84,0
2492,Bachelor's,9,0.54,10,3,0.92,1
2493,Bachelor's,17,0.78,4,1,0.7,0
2494,PhD,20,0.72,2,13,0.95,0
2495,Bachelor's,3,0.96,1,0,0.83,0
2496,Bachelor's,14,0.56,7,7,0.62,0
2497,Master's,5,0.74,2,12,0.95,1
2498,Bachelor's,1,0.88,6,10,1.0,1
2499,PhD,32,0.91,1,15,0.62,1
2500,Bachelor's,38,0.85,3,6,0.87,0
2501,Master's,14,0.65,6,8,0.74,1
2502,Master's,25,0.71,4,14,0.8,0
2503,PhD,28,0.82,10,7,0.65,0
2504,Bachelor's,33,0.84,5,1,0.69,1
2505,Bachelor's,37,0.55,6,1,0.72,0
2506,Bachelor's,26,0.64,1,6,0.75,1
2507,Master's,0,0.72,9,11,0.88,1
2508,PhD,34,0.93,5,13,0.73,0
2509,Bachelor's,13,0.73,2,15,0.84,0
2510,PhD,8,0.66,8,11,0.63,0
2511,PhD,13,0.52,7,8,1.0,1
2512,Master's,7,0.93,9,4,0.86,0
2513,Bachelor's,37,0.84,6,5,0.95,0
2514,Master's,39,0.57,0,12,0.98,0
2515,Master's,19,0.99,2,8,0.62,1
2516,PhD,25,0.64,6,6,0.81,1
2517,Master's,13,0.91,7,14,0.91,0
2518,PhD,16,0.96,0,6,0.84,1
2519,Master's,15,0.78,9,11,0.75,0
2520,Master's,21,0.9,5,13,0.9,1
2521,PhD,23,0.85,8,8,0.84,1
2522,Master's,33,0.59,3,4,0.91,0
2523,Master's,30,0.94,8,13,0.79,0
2524,Bachelor's,30,0.69,1,7,0.74,1
2525,PhD,27,0.79,2,14,0.99,0
2526,Bachelor's,37,0.85,10,4,0.81,0
2527,Master's,31,0.91,7,8,0.83,1
2528,PhD,15,0.87,10,2,0.67,1
2529,Master's,24,0.8,0,1,0.62,0
2530,PhD,12,0.87,8,15,0.89,1
2531,PhD,31,0.52,3,4,0.97,1
2532,PhD,39,0.64,4,8,0.67,1
2533,Bachelor's,28,0.68,0,14,0.66,0
2534,Master's,23,0.51,4,14,0.82,0
2535,Master's,31,0.54,7,3,0.8,0
2536,Bachelor's,33,0.76,10,15,0.61,0
2537,Bachelor's,27,0.64,2,12,0.92,1
2538,Bachelor's,16,0.51,10,5,0.78,1
2539,Bachelor's,2,0.96,3,11,0.98,1
2540,Bachelor's,15,0.76,4,5,0.85,0
2541,Bachelor's,6,0.51,9,10,0.98,0
2542,PhD,5,0.79,2,4,0.93,1
2543,PhD,20,0.92,0,12,0.93,1
2544,Bachelor's,24,0.66,1,14,0.99,1
2545,PhD,17,0.71,6,9,0.88,1
2546,PhD,39,0.86,2,15,0.9,1
2547,Bachelor's,4,0.73,6,11,0.99,1
2548,Bachelor's,7,0.62,1,5,0.71,1
2549,Master's,3,0.79,10,6,0.6,0
2550,PhD,11,0.83,4,0,0.71,0
2551,Master's,34,0.95,7,11,0.75,0
2552,PhD,19,0.55,8,7,0.82,0
2553,Master's,30,0.8,7,1,0.83,0
2554,Master's,7,0.86,5,8,0.83,0
2555,PhD,1,0.7,2,14,0.98,1
2556,Master's,32,0.91,10,13,0.83,0
2557,PhD,0,0.6,4,10,0.61,0
2558,PhD,24,0.57,5,4,0.84,1
2559,Bachelor's,28,0.64,2,7,0.62,0
2560,Master's,24,0.93,6,13,0.7,1
2561,Bachelor's,23,0.98,0,8,0.77,0
2562,Master's,19,0.95,6,7,0.92,1
2563,PhD,16,0.61,0,14,0.62,1
2564,Bachelor's,40,0.77,10,5,0.92,1
2565,Bachelor's,4,0.69,6,4,0.93,1
2566,Master's,35,0.89,7,9,0.98,0
2567,Bachelor's,3,0.69,6,3,0.91,0
2568,Bachelor's,33,0.93,2,9,0.95,1
2569,Bachelor's,10,0.74,9,10,0.85,1
2570,Bachelor's,36,0.76,0,5,0.65,0
2571,PhD,21,0.69,1,1,0.99,0
2572,Master's,30,0.93,6,0,0.89,0
2573,Master's,11,0.56,4,12,0.93,0
2574,Master's,39,0.83,10,12,0.61,1
2575,PhD,0,0.64,9,0,0.99,0
2576,Master's,2,0.99,1,6,0.92,1
2577,Bachelor's,6,0.7,8,1,0.65,0
2578,Bachelor's,23,0.95,9,12,0.92,0
2579,Bachelor's,34,0.71,10,11,0.72,1
2580,PhD,4,0.63,4,10,0.85,0
2581,PhD,5,0.91,0,12,0.69,0
2582,Master's,40,0.52,10,0,0.8,1
2583,PhD,17,0.61,0,0,0.85,1
2584,Master's,23,0.96,1,12,0.99,1
2585,PhD,4,0.86,7,15,0.99,0
2586,Master's,16,0.85,9,2,0.64,1
2587,PhD,16,0.68,7,9,0.65,0
2588,Bachelor's,11,0.63,7,3,0.89,0
2589,PhD,36,0.88,4,9,0.75,1
2590,Master's,7,0.68,7,6,0.8,0
2591,Master's,34,0.91,4,9,0.79,0
2592,PhD,14,0.77,3,2,0.91,0
2593,PhD,0,0.94,0,9,0.8,0
2594,PhD,28,0.76,10,12,0.98,1
2595,Master's,14,0.77,4,3,0.89,1
2596,Bachelor's,3,0.79,5,2,0.72,1
2597,Bachelor's,18,0.57,4,0,0.92,1
2598,Master's,37,0.71,5,7,0.82,0
2599,Bachelor's,6,0.71,10,6,0.95,0
2600,PhD,6,0.99,5,13,0.86,0
2601,PhD,20,0.55,8,3,0.99,1
2602,Master's,4,0.89,7,14,0.66,0
2603,PhD,37,0.6,5,0,0.83,0
2604,Master's,7,0.69,5,2,0.82,1
2605,PhD,27,0.97,2,10,0.74,0
2606,PhD,19,0.57,7,8,0.73,0
2607,Bachelor's,27,0.59,5,3,0.84,0
2608,Master's,23,0.7,3,11,0.62,0
2609,Bachelor's,40,0.76,9,9,0.73,1
2610,Master's,7,0.51,3,14,0.78,1
2611,Master's,1,0.68,9,10,0.75,1
2612,PhD,1,0.66,6,14,0.72,1
2613,Master's,22,0.6,9,7,0.74,1
2614,Bachelor's,33,0.56,3,0,0.96,1
2615,Bachelor's,40,0.88,3,15,0.95,1
2616,Master's,38,0.98,10,0,0.73,0
2617,PhD,32,0.72,5,7,1.0,0
2618,Bachelor's,14,0.91,6,10,0.72,1
2619,Bachelor's,16,0.73,6,5,0.65,0
2620,Bachelor's,25,0.99,5,3,0.72,0
2621,Bachelor's,15,0.97,4,6,0.7,0
2622,Bachelor's,25,0.76,10,12,0.95,0
2623,Bachelor's,14,0.96,5,10,0.95,0
2624,PhD,16,0.93,1,5,0.7,1
2625,Bachelor's,8,0.58,8,10,0.79,1
2626,Master's,27,0.65,6,2,0.9,1
2627,PhD,31,0.98,4,1,0.68,0
2628,Bachelor's,19,0.92,3,0,0.84,1
2629,PhD,5,0.77,7,11,0.93,1
2630,Master's,32,0.74,1,14,0.68,1
2631,Master's,15,0.86,9,9,0.91,1
2632,PhD,31,0.63,10,9,0.88,1
2633,PhD,4,0.72,10,3,0.77,1
2634,Bachelor's,5,0.91,0,6,0.9,0
2635,Master's,5,0.94,3,3,0.68,1
2636,Master's,14,0.89,1,2,0.69,1
2637,Bachelor's,37,0.57,9,15,0.76,1
2638,Master's,22,0.94,3,3,0.9,1
2639,Master's,39,0.59,4,7,0.93,0
2640,PhD,13,0.69,6,5,0.87,0
2641,Master's,34,0.62,10,1,0.8,0
2642,PhD,8,0.81,7,2,0.81,0
2643,Bachelor's,18,0.95,1,4,0.64,1
2644,PhD,34,0.57,9,10,0.63,0
2645,Bachelor's,21,0.84,6,6,0.76,1
2646,Master's,7,0.83,4,1,0.68,0
2647,PhD,23,0.55,3,15,0.67,1
2648,Bachelor's,14,0.96,7,2,0.64,0
2649,PhD,31,0.56,1,10,0.69,0
2650,Master's,31,0.71,2,14,0.93,1
2651,Master's,38,0.98,2,0,0.87,0
2652,Bachelor's,18,0.96,9,5,0.82,0
2653,Master's,27,0.98,3,1,0.7,1
2654,PhD,18,0.75,1,13,0.75,1
2655,Bachelor's,17,0.73,7,11,0.79,0
2656,PhD,33,0.52,2,5,0.69,1
2657,Master's,29,0.7,9,2,1.0,1
2658,Master's,38,0.69,0,7,0.97,1
2659,PhD,30,0.99,3,12,0.64,1
2660,Master's,9,0.63,2,14,0.89,0
2661,Master's,1,0.67,4,10,0.71,1
2662,Master's,28,0.71,0,6,0.8,1
2663,Master's,19,0.62,9,5,0.74,1
2664,PhD,7,0.51,9,6,0.98,1
2665,Bachelor's,15,0.88,9,6,0.82,0
2666,Bachelor's,3,0.89,7,9,0.79,0
2667,Bachelor's,22,0.68,0,15,0.82,1
2668,Master's,17,0.72,2,7,0.65,1
2669,Master's,31,0.84,0,8,0.7,0
2670,PhD,1,0.55,3,5,0.89,0
2671,PhD,18,0.89,2,3,0.75,0
2672,PhD,28,0.96,1,7,0.8,1
2673,Master's,36,0.66,10,15,1.0,1
2674,PhD,25,0.62,3,11,0.71,1
2675,Bachelor's,21,0.75,5,5,0.93,1
2676,PhD,28,0.93,5,9,0.75,0
2677,PhD,30,0.51,5,12,0.91,1
2678,Master's,29,0.79,9,0,0.84,1
2679,Bachelor's,23,0.75,10,9,0.62,1
2680,PhD,18,0.56,8,2,0.75,1
2681,Bachelor's,0,0.77,5,1,0.91,0
2682,Master's,17,0.51,8,0,0.96,0
2683,Bachelor's,1,0.77,2,4,0.92,0
2684,Master's,18,0.51,9,15,0.87,0
2685,Bachelor's,19,0.91,5,10,0.84,1
2686,Master's,33,0.93,4,3,0.89,1
2687,Bachelor's,35,0.85,10,15,0.99,0
2688,PhD,8,0.63,4,4,0.79,1
2689,Master's,38,0.99,9,6,0.75,1
2690,Master's,39,0.99,2,4,0.8,1
2691,PhD,27,0.87,1,2,0.7,1
2692,Bachelor's,31,0.94,7,12,0.75,0
2693,PhD,24,0.52,10,6,0.86,1
2694,PhD,17,0.91,4,15,0.84,0
2695,Master's,16,0.56,5,5,0.71,1
2696,PhD,15,0.85,4,4,0.71,1
2697,PhD,26,0.75,1,6,0.85,0
2698,Master's,34,0.99,9,4,0.75,0
2699,Master's,23,0.85,3,0,0.97,0
2700,PhD,37,0.84,7,11,0.89,1
2701,Master's,40,0.68,10,7,0.75,0
2702,PhD,11,0.55,3,0,0.82,0
2703,Master's,8,0.82,1,6,0.73,0
2704,Master's,34,0.84,10,1,0.84,1
2705,Master's,4,0.56,0,11,0.94,1
2706,PhD,19,0.8,8,5,0.96,1
2707,Master's,20,0.94,6,13,0.85,1
2708,Master's,30,0.97,5,9,0.77,0
2709,PhD,3,0.64,0,1,0.85,1
2710,Master's,0,0.64,2,7,1.0,1
2711,PhD,14,0.69,4,11,0.69,1
2712,Master's,39,0.77,2,9,0.93,0
2713,Bachelor's,28,0.58,10,6,0.76,1
2714,Master's,25,0.82,9,4,0.87,0
2715,PhD,31,0.8,0,12,0.84,1
2716,Master's,23,0.67,10,12,0.71,1
2717,Bachelor's,25,0.55,0,2,0.98,1
2718,PhD,14,0.52,9,2,0.87,1
2719,PhD,38,0.99,7,9,0.79,1
2720,PhD,13,0.83,8,1,0.67,1
2721,PhD,17,0.98,6,11,0.74,1
2722,PhD,20,0.78,7,3,0.8,1
2723,PhD,36,0.94,1,14,0.91,0
2724,Bachelor's,7,0.61,3,13,0.67,0
2725,Master's,8,0.76,2,2,0.72,0
2726,Master's,17,0.79,6,2,0.88,1
2727,PhD,31,0.7,5,12,0.71,0
2728,Master's,17,0.59,4,0,0.62,0
2729,Bachelor's,10,0.91,10,5,0.99,1
2730,Bachelor's,20,0.51,9,11,0.88,0
2731,Bachelor's,12,0.91,5,6,0.63,1
2732,PhD,30,0.56,1,3,0.6,1
2733,Master's,25,0.66,1,15,0.99,0
2734,Master's,13,0.7,4,2,0.72,1
2735,Bachelor's,6,0.74,0,4,0.9,1
2736,Bachelor's,28,0.93,5,1,0.63,1
2737,Master's,11,0.7,3,1,0.72,0
2738,Bachelor's,14,0.86,8,7,0.84,1
2739,Bachelor's,11,0.54,5,4,0.98,0
2740,PhD,20,0.72,7,2,0.73,1
2741,Master's,40,0.59,3,3,0.95,0
2742,PhD,23,0.64,2,15,0.99,0
2743,PhD,14,0.75,6,10,0.94,1
2744,Master's,34,0.65,8,10,0.9,1
2745,Bachelor's,5,0.71,1,5,0.78,0
2746,Bachelor's,25,0.62,0,8,0.76,0
